roots,max_family_size,citation_completeness,paraphrase_rate,topic_contamination,cases,method,tp,fp,tn,fn,precision,recall,f1,false_independence,false_dependence,source_count_error,brier,brier_mcse,log_loss,accuracy,confidently_wrong,sharpness
4,5,0.0,0.4,0.5,160,oracle,2522,0,8491,0,1.0,1.0,1.0,0.0,0.0,0.0,0.13306808437833426,0.017888837851377005,0.4069422004605463,0.7875,0.025,0.34861107807149194
4,5,0.0,0.4,0.5,160,all_independent,0,0,8491,2522,1.0,0.0,0.0,1.0,0.0,1.9765625,0.17101510767099154,0.02602390872478369,0.7531591776585926,0.7875,0.11875,0.43842696699628964
4,5,0.0,0.4,0.5,160,all_one,2522,8491,0,0,0.22900208844093345,1.0,0.37266346509050613,0.0,1.0,0.75,0.16314789792008053,0.008092815587223169,0.5064130739822847,0.7875,0.0,0.1439980297960707
4,5,0.0,0.4,0.5,160,citation,0,0,8491,2522,1.0,0.0,0.0,1.0,0.0,1.9765625,0.17101510767099154,0.02602390872478369,0.7531591776585926,0.7875,0.11875,0.43842696699628964
4,5,0.0,0.4,0.5,160,text,2514,4975,3516,8,0.335692348778208,0.9968279143536876,0.5022475277195085,0.0031720856463124504,0.5859144977034507,0.4265625,0.14217425723811036,0.014314819770938306,0.4384792281826429,0.775,0.00625,0.2595847350741908
4,5,0.0,0.4,0.5,160,hybrid,2514,4975,3516,8,0.335692348778208,0.9968279143536876,0.5022475277195085,0.0031720856463124504,0.5859144977034507,0.4265625,0.14217425723811036,0.014314819770938306,0.4384792281826429,0.775,0.00625,0.2595847350741908
4,5,0.0,0.8,0.1,160,oracle,2711,0,9047,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08808228227109081,0.014970195620532856,0.28404228051608227,0.86875,0.01875,0.3780002040805146
4,5,0.0,0.8,0.1,160,all_independent,0,0,9047,2711,1.0,0.0,0.0,1.0,0.0,2.06875,0.13661408311924875,0.024291933436098027,0.6473387827899547,0.825,0.09375,0.4603431595126978
4,5,0.0,0.8,0.1,160,all_one,2711,9047,0,0,0.2305664228610308,1.0,0.37473218605294084,0.0,1.0,0.75,0.14164333191252979,0.008517718128743346,0.4577375337398514,0.825,0.0,0.17565576852055972
4,5,0.0,0.8,0.1,160,citation,0,0,9047,2711,1.0,0.0,0.0,1.0,0.0,2.06875,0.13661408311924875,0.024291933436098027,0.6473387827899547,0.825,0.09375,0.4603431595126978
4,5,0.0,0.8,0.1,160,text,109,0,9047,2602,1.0,0.04020656584286241,0.07730496453900709,0.9597934341571376,0.0,1.915625,0.13216555891550355,0.023738400287315824,0.6465793509328941,0.83125,0.0875,0.4576473246163545
4,5,0.0,0.8,0.1,160,hybrid,109,0,9047,2602,1.0,0.04020656584286241,0.07730496453900709,0.9597934341571376,0.0,1.915625,0.13216555891550355,0.023738400287315824,0.6465793509328941,0.83125,0.0875,0.4576473246163545
4,5,0.0,0.8,0.5,160,oracle,2577,0,8622,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08370442155233673,0.013950636323603152,0.26930753820129893,0.89375,0.00625,0.3700366382668254
4,5,0.0,0.8,0.5,160,all_independent,0,0,8622,2577,1.0,0.0,0.0,1.0,0.0,2.01875,0.11210176020597773,0.022498942594280962,0.5163459776708762,0.8625,0.075,0.4658367022250716
4,5,0.0,0.8,0.5,160,all_one,2577,8622,0,0,0.2301098312349317,1.0,0.3741289198606272,0.0,1.0,0.75,0.13709272110101117,0.008009566479624306,0.4488565570082816,0.8625,0.0,0.17379313839086
4,5,0.0,0.8,0.5,160,citation,0,0,8622,2577,1.0,0.0,0.0,1.0,0.0,2.01875,0.11210176020597773,0.022498942594280962,0.5163459776708762,0.8625,0.075,0.4658367022250716
4,5,0.0,0.8,0.5,160,text,1417,3292,5330,1160,0.3009131450414101,0.5498641831587117,0.3889651386220148,0.45013581684128834,0.3818139642774298,0.45625,0.1228970826349115,0.020311584887258906,0.43310959525888987,0.85625,0.0625,0.39495281369933455
4,5,0.0,0.8,0.5,160,hybrid,1417,3292,5330,1160,0.3009131450414101,0.5498641831587117,0.3889651386220148,0.45013581684128834,0.3818139642774298,0.45625,0.1228970826349115,0.020311584887258906,0.43310959525888987,0.85625,0.0625,0.39495281369933455
4,5,0.5,0.0,0.1,160,oracle,2492,0,8526,0,1.0,1.0,1.0,0.0,0.0,0.0,0.1112256762942749,0.017794610597779953,0.35558639898425193,0.85625,0.01875,0.3764567384250055
4,5,0.5,0.0,0.1,160,all_independent,0,0,8526,2492,1.0,0.0,0.0,1.0,0.0,1.9640625,0.14824447384518022,0.025635603538333857,0.7996544275459514,0.83125,0.1125,0.4540758401574191
4,5,0.5,0.0,0.1,160,all_one,2492,8526,0,0,0.22617534942820838,1.0,0.3689119170984456,0.0,1.0,0.75,0.15645229929879112,0.008577167279086062,0.4914427507397706,0.83125,0.0,0.15795628976007783
4,5,0.5,0.0,0.1,160,citation,783,0,8526,1709,1.0,0.31420545746388445,0.4781679389312978,0.6857945425361156,0.0,1.04375,0.14227661266475286,0.023528372564661153,0.5914066466095067,0.83125,0.075,0.43036861389097236
4,5,0.5,0.0,0.1,160,text,2492,0,8526,0,1.0,1.0,1.0,0.0,0.0,0.0,0.1112256762942749,0.017794610597779953,0.35558639898425193,0.85625,0.01875,0.3764567384250055
4,5,0.5,0.0,0.1,160,hybrid,2492,0,8526,0,1.0,1.0,1.0,0.0,0.0,0.0,0.1112256762942749,0.017794610597779953,0.35558639898425193,0.85625,0.01875,0.3764567384250055
4,5,0.5,0.0,0.5,160,oracle,2637,0,8891,0,1.0,1.0,1.0,0.0,0.0,0.0,0.06891806000266486,0.01143896451449801,0.22842699702083688,0.9,0.0,0.36716084964343587
4,5,0.5,0.0,0.5,160,all_independent,0,0,8891,2637,1.0,0.0,0.0,1.0,0.0,2.0421875,0.12502084130024374,0.023269845475820467,0.5060395577304845,0.84375,0.09375,0.4632652310513305
4,5,0.5,0.0,0.5,160,all_one,2637,8891,0,0,0.2287473976405274,1.0,0.37232615601835506,0.0,1.0,0.75,0.14006595802494007,0.00764285176949428,0.45634638636575453,0.84375,0.0,0.1672927870318714
4,5,0.5,0.0,0.5,160,citation,915,0,8891,1722,1.0,0.34698521046643915,0.5152027027027027,0.6530147895335608,0.0,1.03125,0.07987953283782712,0.015890860181911038,0.2670112780959628,0.89375,0.0125,0.4252986860722112
4,5,0.5,0.0,0.5,160,text,2637,5576,3315,0,0.3210763423840253,1.0,0.4860829493087558,0.0,0.627151051625239,0.4140625,0.1017978616960686,0.011046267023511434,0.3375042982484249,0.86875,0.0,0.28059393249075376
4,5,0.5,0.0,0.5,160,hybrid,2637,5576,3315,0,0.3210763423840253,1.0,0.4860829493087558,0.0,0.627151051625239,0.4140625,0.1017978616960686,0.011046267023511434,0.3375042982484249,0.86875,0.0,0.28059393249075376
4,5,0.5,0.4,0.1,160,oracle,2589,0,8803,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10543829069889774,0.015191147221331809,0.32246078710547743,0.84375,0.01875,0.3536233910005724
4,5,0.5,0.4,0.1,160,all_independent,0,0,8803,2589,1.0,0.0,0.0,1.0,0.0,2.0296875,0.1542626240202967,0.024418455120336458,0.6200502270785385,0.7875,0.0875,0.4373685292788088
4,5,0.5,0.4,0.1,160,all_one,2589,8803,0,0,0.22726474719101122,1.0,0.37035977397897146,0.0,1.0,0.75,0.15444604417290644,0.008149029113113713,0.4861073318371624,0.7875,0.0,0.15438548810346553
4,5,0.5,0.4,0.1,160,citation,914,0,8803,1675,1.0,0.3530320587099266,0.5218384242078219,0.6469679412900734,0.0,1.0328125,0.14870840692993378,0.02331529429056786,0.5399929731954968,0.8,0.08125,0.425842452666411
4,5,0.5,0.4,0.1,160,text,2406,0,8803,183,1.0,0.929316338354577,0.9633633633633634,0.07068366164542295,0.0,0.0953125,0.10827804493765895,0.015857904998783846,0.33035301980910525,0.83125,0.025,0.35961518745407445
4,5,0.5,0.4,0.1,160,hybrid,2513,0,8803,76,1.0,0.9706450366937042,0.9851038808310466,0.02935496330629587,0.0,0.0390625,0.10798213476057941,0.015313375912984257,0.3254842618017672,0.83125,0.01875,0.35459830288669464
4,5,0.5,0.4,0.5,160,oracle,2464,0,8238,0,1.0,1.0,1.0,0.0,0.0,0.0,0.1287989632839046,0.017616331035259628,0.4055260536433713,0.825,0.01875,0.342879625992383
4,5,0.5,0.4,0.5,160,all_independent,0,0,8238,2464,1.0,0.0,0.0,1.0,0.0,1.9359375,0.17309573869224912,0.027323003212551388,0.9652360331054652,0.79375,0.1375,0.45384915770221496
4,5,0.5,0.4,0.5,160,all_one,2464,8238,0,0,0.23023733881517475,1.0,0.37429743278140665,0.0,1.0,0.75,0.16370265611621276,0.009082035971064445,0.5069034140114217,0.79375,0.0,0.15527083375310116
4,5,0.5,0.4,0.5,160,citation,829,0,8238,1635,1.0,0.3364448051948052,0.5034922563012451,0.6635551948051948,0.0,0.990625,0.16854437228472546,0.025852943004672002,0.7788140144817827,0.8,0.10625,0.4277599121883079
4,5,0.5,0.4,0.5,160,text,2454,4879,3359,10,0.33465157507159415,0.9959415584415584,0.5009696845973257,0.004058441558441558,0.5922554017965526,0.4,0.1444858809884673,0.014578881611093806,0.45767429524821085,0.8,0.0125,0.256272308067559
4,5,0.5,0.4,0.5,160,hybrid,2461,4887,3351,3,0.3349210669569951,0.9987824675324676,0.5016306563391765,0.0012175324675324675,0.5932265112891478,0.403125,0.1440899701074455,0.014340174912051223,0.4542934477793952,0.8,0.00625,0.25507073033070315
4,5,0.5,0.8,0.1,160,oracle,2650,0,9111,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08194028069630271,0.014036237875767108,0.2720541088151126,0.89375,0.01875,0.37135908164152076
4,5,0.5,0.8,0.1,160,all_independent,0,0,9111,2650,1.0,0.0,0.0,1.0,0.0,2.0625,0.13403038089078123,0.024053037462447562,0.5915684630333805,0.84375,0.09375,0.45449864654146654
4,5,0.5,0.8,0.1,160,all_one,2650,9111,0,0,0.22532097610747384,1.0,0.36777461661231,0.0,1.0,0.75,0.14826707318944804,0.007671342268921749,0.4742959975152011,0.84375,0.0,0.15720827024035242
4,5,0.5,0.8,0.1,160,citation,921,0,9111,1729,1.0,0.3475471698113208,0.5158218986278353,0.6524528301886793,0.0,1.05625,0.11081133985586109,0.020483787564578776,0.4039849454193331,0.875,0.06875,0.4282896340879068
4,5,0.5,0.8,0.1,160,text,101,0,9111,2549,1.0,0.03811320754716981,0.07342784442021084,0.9618867924528302,0.0,1.9125,0.13269932842291277,0.023186191129980403,0.5602332164592522,0.825,0.075,0.44905974350368016
4,5,0.5,0.8,0.1,160,hybrid,1048,0,9111,1602,1.0,0.39547169811320754,0.5667928610059492,0.6045283018867924,0.0,0.9625,0.11244032713895273,0.020253863147054126,0.39739610691513744,0.85625,0.05,0.4289109598415955
4,5,0.5,0.8,0.5,160,oracle,2582,0,8507,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09236364732127889,0.015428563815753511,0.3018287296666482,0.88125,0.0125,0.36753129663935385
4,5,0.5,0.8,0.5,160,all_independent,0,0,8507,2582,1.0,0.0,0.0,1.0,0.0,1.99375,0.13955071404469113,0.024534863177804313,0.6771098786375561,0.83125,0.1,0.4523805485235176
4,5,0.5,0.8,0.5,160,all_one,2582,8507,0,0,0.23284335828298314,1.0,0.3777338892546266,0.0,1.0,0.75,0.15065358933619719,0.008487342237595156,0.48041862374395733,0.83125,0.0,0.16150096757410137
4,5,0.5,0.8,0.5,160,citation,1000,0,8507,1582,1.0,0.3872966692486445,0.5583472920156337,0.6127033307513555,0.0,0.934375,0.12419393365699678,0.02113018231942245,0.4300364331185665,0.85,0.06875,0.416705671610787
4,5,0.5,0.8,0.5,160,text,1449,3271,5236,1133,0.3069915254237288,0.5611928737412858,0.3968775677896466,0.43880712625871415,0.3845068766897849,0.4671875,0.12966109900223036,0.019618165964362416,0.4071285312987313,0.8375,0.05,0.37641253498265576
4,5,0.5,0.8,0.5,160,hybrid,2054,4344,4163,528,0.32103782432010003,0.7955073586367157,0.4574610244988864,0.20449264136328427,0.5106382978723404,0.36875,0.13122971581164028,0.01673364879010408,0.40577865778546957,0.8125,0.01875,0.3199780124355772
4,5,0.9,0.0,0.1,160,oracle,2469,0,8414,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10866869567200892,0.015476191051614251,0.3405947845966709,0.84375,0.0125,0.34389845068399155
4,5,0.9,0.0,0.1,160,all_independent,0,0,8414,2469,1.0,0.0,0.0,1.0,0.0,1.9390625,0.13541764023131636,0.02273861082935347,0.6032215961548659,0.83125,0.075,0.43159748009561455
4,5,0.9,0.0,0.1,160,all_one,2469,8414,0,0,0.2268675916567123,1.0,0.3698322348711804,0.0,1.0,0.75,0.15599741803585873,0.008052686977587521,0.4914421882723853,0.83125,0.0,0.14872469854796277
4,5,0.9,0.0,0.1,160,citation,2088,0,8414,381,1.0,0.8456865127582017,0.9163923633969716,0.1543134872417983,0.0,0.1828125,0.10763324560008587,0.01621172942696801,0.33582857260146803,0.84375,0.01875,0.3615031901245296
4,5,0.9,0.0,0.1,160,text,2469,0,8414,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10866869567200892,0.015476191051614251,0.3405947845966709,0.84375,0.0125,0.34389845068399155
4,5,0.9,0.0,0.1,160,hybrid,2469,0,8414,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10866869567200892,0.015476191051614251,0.3405947845966709,0.84375,0.0125,0.34389845068399155
4,5,0.9,0.0,0.5,160,oracle,2643,0,8905,0,1.0,1.0,1.0,0.0,0.0,0.0,0.11479486382223122,0.017576141523356095,0.36319559931253986,0.8375,0.01875,0.3653797276228973
4,5,0.9,0.0,0.5,160,all_independent,0,0,8905,2643,1.0,0.0,0.0,1.0,0.0,2.0390625,0.14738632836906973,0.025365163755789635,0.8114922065230067,0.825,0.11875,0.4530934554165801
4,5,0.9,0.0,0.5,160,all_one,2643,8905,0,0,0.22887080013855213,1.0,0.37248960608836584,0.0,1.0,0.75,0.15554099886044145,0.008588310044157854,0.48949665250494867,0.825,0.0,0.15810867271576293
4,5,0.9,0.0,0.5,160,citation,2265,0,8905,378,1.0,0.8569807037457434,0.9229828850855745,0.14301929625425652,0.0,0.18125,0.12419216077243903,0.019968957775686465,0.4192586210563105,0.85,0.05625,0.3840387824530163
4,5,0.9,0.0,0.5,160,text,2643,5548,3357,0,0.32267122451471125,1.0,0.4879084364039136,0.0,0.6230207748455924,0.4609375,0.14706031003257555,0.014466267640435631,0.459238043553336,0.825,0.0125,0.24729254434647535
4,5,0.9,0.0,0.5,160,hybrid,2643,5548,3357,0,0.32267122451471125,1.0,0.4879084364039136,0.0,0.6230207748455924,0.4609375,0.14706031003257555,0.014466267640435631,0.459238043553336,0.825,0.0125,0.24729254434647535
4,5,0.9,0.4,0.1,160,oracle,2409,0,8262,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08607869853168586,0.015114119798365681,0.2847113437227832,0.88125,0.03125,0.37876008445969755
4,5,0.9,0.4,0.1,160,all_independent,0,0,8262,2409,1.0,0.0,0.0,1.0,0.0,1.9296875,0.11425097153266424,0.021401112733086276,0.5289284774564991,0.8625,0.06875,0.44095189394776335
4,5,0.9,0.4,0.1,160,all_one,2409,8262,0,0,0.22575203823446724,1.0,0.368348623853211,0.0,1.0,0.75,0.14574660699895609,0.007905057859258848,0.4695763276276302,0.8625,0.0,0.15946042436816307
4,5,0.9,0.4,0.1,160,citation,2014,0,8262,395,1.0,0.8360315483603155,0.9106940990278091,0.16396845163968451,0.0,0.196875,0.09308317485630077,0.017068513158685714,0.3347571853047533,0.875,0.0375,0.3927242015902182
4,5,0.9,0.4,0.1,160,text,2278,0,8262,131,1.0,0.9456205894562059,0.9720503520375506,0.0543794105437941,0.0,0.075,0.09280265651660902,0.016465790488731827,0.31521633460169723,0.875,0.04375,0.38338869138234
4,5,0.9,0.4,0.1,160,hybrid,2403,0,8262,6,1.0,0.9975093399750934,0.9987531172069826,0.0024906600249066002,0.0,0.003125,0.08538904206225437,0.015031374015407245,0.28305381764731186,0.88125,0.03125,0.37848840865087763
4,5,0.9,0.4,0.5,160,oracle,2477,0,8339,0,1.0,1.0,1.0,0.0,0.0,0.0,0.11332686584968081,0.017498564074901513,0.3632466498261358,0.85,0.01875,0.3707976228524623
4,5,0.9,0.4,0.5,160,all_independent,0,0,8339,2477,1.0,0.0,0.0,1.0,0.0,1.95,0.15223905287532083,0.02514634782372268,0.7760802374957451,0.825,0.09375,0.4407427298558795
4,5,0.9,0.4,0.5,160,all_one,2477,8339,0,0,0.22901257396449703,1.0,0.3726773489806665,0.0,1.0,0.75,0.1570826092858663,0.009054194744594532,0.49222833444148656,0.825,0.0,0.16147284090612213
4,5,0.9,0.4,0.5,160,citation,2066,0,8339,411,1.0,0.8340734759790068,0.9095311468192824,0.16592652402099314,0.0,0.209375,0.1264549965660337,0.020078709898825035,0.4075658793595772,0.8375,0.04375,0.39001607887692774
4,5,0.9,0.4,0.5,160,text,2469,5112,3227,8,0.3256826276216858,0.9967702866370609,0.49095247564128064,0.003229713362939039,0.6130231442619019,0.41875,0.13486995175886168,0.014530715909127398,0.42136208213263393,0.8375,0.00625,0.27214067273467
4,5,0.9,0.4,0.5,160,hybrid,2477,5135,3204,0,0.32540725170782975,1.0,0.49102983447318865,0.0,0.6157812687372587,0.425,0.13664671973657785,0.014493635279686981,0.426794837330171,0.8375,0.00625,0.26796128903226
4,5,0.9,0.8,0.1,160,oracle,2626,0,8831,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10446980189225488,0.016418844973007746,0.3188490674245352,0.85625,0.01875,0.37457742041867204
4,5,0.9,0.8,0.1,160,all_independent,0,0,8831,2626,1.0,0.0,0.0,1.0,0.0,2.028125,0.12393526519340423,0.02344303918128523,0.5993844954395777,0.8625,0.075,0.46031393371336904
4,5,0.9,0.8,0.1,160,all_one,2626,8831,0,0,0.22920485292834075,1.0,0.37293190371369733,0.0,1.0,0.75,0.14112309267621972,0.008038935254399493,0.45709915429190884,0.8625,0.0,0.1703572032024791
4,5,0.9,0.8,0.1,160,citation,2204,0,8831,422,1.0,0.8392993145468393,0.9126293995859213,0.1607006854531607,0.0,0.209375,0.10254209793041488,0.017375522989183028,0.32928113819624516,0.85,0.0375,0.3932956735870908
4,5,0.9,0.8,0.1,160,text,97,0,8831,2529,1.0,0.03693830921553694,0.07124495042232831,0.963061690784463,0.0,1.8859375,0.11718275627194426,0.02263929341970384,0.5656375100623645,0.85625,0.08125,0.4550231971455787
4,5,0.9,0.8,0.1,160,hybrid,2236,0,8831,390,1.0,0.8514851485148515,0.9197860962566845,0.1485148514851485,0.0,0.19375,0.10292553396229893,0.01725212738883134,0.3232594771688523,0.85,0.03125,0.39341791397502696
4,5,0.9,0.8,0.5,160,oracle,2480,0,8450,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08929462094269132,0.014909654220042342,0.2814960140377331,0.85625,0.01875,0.37687465339118065
4,5,0.9,0.8,0.5,160,all_independent,0,0,8450,2480,1.0,0.0,0.0,1.0,0.0,1.953125,0.14366189870757134,0.02503316918538692,0.701484024140935,0.825,0.1125,0.46021002165540315
4,5,0.9,0.8,0.5,160,all_one,2480,8450,0,0,0.22689844464775846,1.0,0.3698732289336316,0.0,1.0,0.75,0.1456725935424963,0.008345157975191878,0.46750570439899797,0.825,0.0,0.16837478617836216
4,5,0.9,0.8,0.5,160,citation,2104,0,8450,376,1.0,0.8483870967741935,0.9179755671902269,0.15161290322580645,0.0,0.196875,0.10274319864117828,0.017733895012841155,0.3421650806502782,0.85625,0.0375,0.39508822516540054
4,5,0.9,0.8,0.5,160,text,1259,2795,5655,1221,0.3105574740996547,0.5076612903225807,0.38536883991429444,0.49233870967741933,0.33076923076923076,0.503125,0.11631508412760012,0.018717568588476265,0.4142262323702539,0.84375,0.0375,0.3859373778704148
4,5,0.9,0.8,0.5,160,hybrid,2371,4901,3549,109,0.32604510451045104,0.9560483870967742,0.486259228876128,0.04395161290322581,0.58,0.384375,0.11511318923433163,0.013913306472562047,0.37518554723639613,0.86875,0.0125,0.2953951806855865
4,10,0.0,0.0,0.1,160,oracle,10146,0,27787,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10527505750644064,0.015215536244103777,0.3296769600366267,0.81875,0.01875,0.3524782781201424
4,10,0.0,0.0,0.1,160,all_independent,0,0,27787,10146,1.0,0.0,0.0,1.0,0.0,4.359375,0.12942746698162894,0.02404433846581056,0.9427567519560371,0.85,0.1,0.45448852162572456
4,10,0.0,0.0,0.1,160,all_one,10146,27787,0,0,0.2674715946537316,1.0,0.42205536720813663,0.0,1.0,0.75,0.14969690638670852,0.007796267079480531,0.4762010654252714,0.85,0.0,0.15428161759761025
4,10,0.0,0.0,0.1,160,citation,0,0,27787,10146,1.0,0.0,0.0,1.0,0.0,4.359375,0.12942746698162894,0.02404433846581056,0.9427567519560371,0.85,0.1,0.45448852162572456
4,10,0.0,0.0,0.1,160,text,10146,0,27787,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10527505750644064,0.015215536244103777,0.3296769600366267,0.81875,0.01875,0.3524782781201424
4,10,0.0,0.0,0.1,160,hybrid,10146,0,27787,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10527505750644064,0.015215536244103777,0.3296769600366267,0.81875,0.01875,0.3524782781201424
4,10,0.0,0.0,0.5,160,oracle,10916,0,30320,0,1.0,1.0,1.0,0.0,0.0,0.0,0.07849403165444564,0.01277629336022288,0.2551037944950631,0.89375,0.00625,0.3657450649927493
4,10,0.0,0.0,0.5,160,all_independent,0,0,30320,10916,1.0,0.0,0.0,1.0,0.0,4.578125,0.13971887671986058,0.026021127178445964,0.970883311908168,0.84375,0.11875,0.4777219385039369
4,10,0.0,0.0,0.5,160,all_one,10916,30320,0,0,0.264720147443981,1.0,0.4186224881116735,0.0,1.0,0.75,0.14614600667006733,0.00785225052944121,0.4684455706347916,0.84375,0.0,0.16162539905313583
4,10,0.0,0.0,0.5,160,citation,0,0,30320,10916,1.0,0.0,0.0,1.0,0.0,4.578125,0.13971887671986058,0.026021127178445964,0.970883311908168,0.84375,0.11875,0.4777219385039369
4,10,0.0,0.0,0.5,160,text,10916,28531,1789,0,0.276725733262352,1.0,0.43349284196731724,0.0,0.9409960422163588,0.6546875,0.133813364393968,0.009711791266839909,0.43361883193163475,0.875,0.0,0.20178081217048752
4,10,0.0,0.0,0.5,160,hybrid,10916,28531,1789,0,0.276725733262352,1.0,0.43349284196731724,0.0,0.9409960422163588,0.6546875,0.133813364393968,0.009711791266839909,0.43361883193163475,0.875,0.0,0.20178081217048752
4,10,0.0,0.4,0.1,160,oracle,11743,0,32568,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10627583908922611,0.015782233820343775,0.34350568144791216,0.85,0.01875,0.35290773784037316
4,10,0.0,0.4,0.1,160,all_independent,0,0,32568,11743,1.0,0.0,0.0,1.0,0.0,4.8296875,0.12216915399612985,0.024122826487648002,0.889002168032456,0.85625,0.1,0.4702590106932522
4,10,0.0,0.4,0.1,160,all_one,11743,32568,0,0,0.26501320213942364,1.0,0.41898883219752386,0.0,1.0,0.75,0.15399596251575487,0.007747125865637081,0.48725782448358396,0.85625,0.0,0.1475563713432563
4,10,0.0,0.4,0.1,160,citation,0,0,32568,11743,1.0,0.0,0.0,1.0,0.0,4.8296875,0.12216915399612985,0.024122826487648002,0.889002168032456,0.85625,0.1,0.4702590106932522
4,10,0.0,0.4,0.1,160,text,10964,0,32568,779,1.0,0.9336626075108575,0.9656933985114722,0.06633739248914247,0.0,0.1875,0.11845361905172333,0.017740771499240308,0.3740984159496196,0.81875,0.025,0.3671069364040306
4,10,0.0,0.4,0.1,160,hybrid,10964,0,32568,779,1.0,0.9336626075108575,0.9656933985114722,0.06633739248914247,0.0,0.1875,0.11845361905172333,0.017740771499240308,0.3740984159496196,0.81875,0.025,0.3671069364040306
4,10,0.0,0.4,0.5,160,oracle,9889,0,26879,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08707563700260629,0.013884031698495704,0.285761785215345,0.8875,0.0125,0.35845109658112917
4,10,0.0,0.4,0.5,160,all_independent,0,0,26879,9889,1.0,0.0,0.0,1.0,0.0,4.2890625,0.13645864129778343,0.024365850208864934,0.8595080435448089,0.825,0.09375,0.4675926063563248
4,10,0.0,0.4,0.5,160,all_one,9889,26879,0,0,0.2689567014795474,1.0,0.42390209400518675,0.0,1.0,0.75,0.14654699618053382,0.007692541827928222,0.47126160860687766,0.825,0.0,0.15672507785918202
4,10,0.0,0.4,0.5,160,citation,0,0,26879,9889,1.0,0.0,0.0,1.0,0.0,4.2890625,0.13645864129778343,0.024365850208864934,0.8595080435448089,0.825,0.09375,0.4675926063563248
4,10,0.0,0.4,0.5,160,text,9874,24532,2347,15,0.2869848282276347,0.9984831631105269,0.4458291003499267,0.001516836889473152,0.9126827634956658,0.6203125,0.125370591417786,0.00961801604904588,0.41586965204422705,0.86875,0.0,0.20717081502715368
4,10,0.0,0.4,0.5,160,hybrid,9874,24532,2347,15,0.2869848282276347,0.9984831631105269,0.4458291003499267,0.001516836889473152,0.9126827634956658,0.6203125,0.125370591417786,0.00961801604904588,0.41586965204422705,0.86875,0.0,0.20717081502715368
4,10,0.0,0.8,0.1,160,oracle,10685,0,29051,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09679411766231208,0.015121786559855115,0.2961407489419778,0.85,0.00625,0.3696478041655549
4,10,0.0,0.8,0.1,160,all_independent,0,0,29051,10685,1.0,0.0,0.0,1.0,0.0,4.51875,0.1326852062394427,0.025107825444417534,1.047717385855204,0.84375,0.10625,0.47499739482398323
4,10,0.0,0.8,0.1,160,all_one,10685,29051,0,0,0.26889973827259916,1.0,0.42383134011622137,0.0,1.0,0.75,0.1401215326321263,0.008299528311368591,0.45275828441017285,0.84375,0.0,0.17483163533343474
4,10,0.0,0.8,0.1,160,citation,0,0,29051,10685,1.0,0.0,0.0,1.0,0.0,4.51875,0.1326852062394427,0.025107825444417534,1.047717385855204,0.84375,0.10625,0.47499739482398323
4,10,0.0,0.8,0.1,160,text,277,0,29051,10408,1.0,0.025924192793635937,0.05053822295201605,0.9740758072063641,0.0,4.1578125,0.13430786313118187,0.025334532576797738,1.022491730227125,0.84375,0.10625,0.4755496816381285
4,10,0.0,0.8,0.1,160,hybrid,277,0,29051,10408,1.0,0.025924192793635937,0.05053822295201605,0.9740758072063641,0.0,4.1578125,0.13430786313118187,0.025334532576797738,1.022491730227125,0.84375,0.10625,0.4755496816381285
4,10,0.0,0.8,0.5,160,oracle,10495,0,29241,0,1.0,1.0,1.0,0.0,0.0,0.0,0.07663169625332086,0.01129778713001375,0.24983770727101323,0.90625,0.0,0.3505573947268553
4,10,0.0,0.8,0.5,160,all_independent,0,0,29241,10495,1.0,0.0,0.0,1.0,0.0,4.5140625,0.11739402452638528,0.0231042603128523,0.6775985951748956,0.8625,0.0875,0.46394688737823014
4,10,0.0,0.8,0.5,160,all_one,10495,29241,0,0,0.26411817998792025,1.0,0.4178694431725428,0.0,1.0,0.75,0.14533012636198692,0.007427979494518962,0.4664460023683933,0.8625,0.0,0.15631898784439507
4,10,0.0,0.8,0.5,160,citation,0,0,29241,10495,1.0,0.0,0.0,1.0,0.0,4.5140625,0.11739402452638528,0.0231042603128523,0.6775985951748956,0.8625,0.0875,0.46394688737823014
4,10,0.0,0.8,0.5,160,text,6452,16242,12999,4043,0.2843042213801005,0.6147689375893283,0.38880351923830186,0.38523106241067173,0.5554529598850928,0.64375,0.12404097476892353,0.018580165454559507,0.3796936015101658,0.8375,0.025,0.3830499906418211
